id,role,company,location_city,location_region,location_country,location_remote,type,salary,salaryMin,salaryMax,salaryCurrency,salaryPeriod,about,description,responsibilities,qualifications,benefits,tags,logoUrl,color,applicationUrl,isFeatured,experienceLevel,deadline,lat,lng,postedAt,postedBy
design-systems-specialist-kindredcare-clinics-038,Design Systems Specialist,KindredCare Clinics,Manila,Metro Manila,Philippines,False,Full-time,"₱50,000 - ₱62,500 / month",50000,62500,PHP,/ month,KindredCare Clinics is hiring a Design Systems Specialist to support its growing design team.,"## About the role

KindredCare Clinics is looking for a mid Design Systems Specialist based in Manila, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Create user flows, wireframes, prototypes, and polished interface designs."", ""Conduct usability reviews and turn feedback into design improvements."", ""Maintain consistent design patterns across product experiences."", ""Collaborate with cross-functional teams to deliver high-quality work."", ""Document progress, decisions, and important updates clearly.""]","[""Strong portfolio showing product thinking and visual design quality."", ""Experience using Figma or similar design tools."", ""3+ years of relevant experience or equivalent project background."", ""Strong communication, ownership, and problem-solving skills.""]","[""Wellness stipend"", ""Health insurance"", ""Flexible PTO"", ""HMO coverage"", ""Retirement plan""]","[""FULL-TIME"", ""MID"", ""DESIGN"", ""UX"", ""UI"", ""RESEARCH""]",https://dummyimage.com/256x256/059669/ffffff.png&text=KC,#059669,https://jobs.example.com/apply/design-systems-specialist-kindredcare-clinics-038,False,Mid,2026-06-17T10:00:00Z,14.627124,120.973894,2026-04-11T23:00:00Z,seed-admin@example.com
academic-coordinator-primeledger-039,Academic Coordinator,PrimeLedger,Sydney,NSW,Australia,False,Full-time,"$65,000 - $76,700 / year",65000,76700,USD,/ year,PrimeLedger is hiring a Academic Coordinator to support its growing education team.,"## About the role

PrimeLedger is looking for a junior Academic Coordinator based in Sydney, Australia. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Design or deliver learning experiences that support student outcomes."", ""Assess learner progress and provide actionable feedback."", ""Improve learning materials based on learner needs."", ""Collaborate with cross-functional teams to deliver high-quality work."", ""Document progress, decisions, and important updates clearly.""]","[""Experience teaching, training, tutoring, or building learning materials."", ""Ability to simplify complex topics for learners."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""Retirement plan"", ""Meal allowance"", ""Transportation allowance"", ""Equipment provided"", ""Paid training"", ""Remote work allowance"", ""Flexible schedule""]","[""FULL-TIME"", ""JUNIOR"", ""EDUCATION"", ""E-LEARNING"", ""TEACHING"", ""CURRICULUM""]",https://dummyimage.com/256x256/4f46e5/ffffff.png&text=P,#4f46e5,https://jobs.example.com/apply/academic-coordinator-primeledger-039,False,Junior,2026-06-19T10:00:00Z,-33.873655,151.213802,2026-05-01T05:00:00Z,seed-admin@example.com
graphic-designer-carepoint-medical-040,Graphic Designer,CarePoint Medical,London,England,United Kingdom,False,Part-time,$47 - $63 / hr,47,63,USD,/ hr,CarePoint Medical is hiring a Graphic Designer to support its growing design team.,"## About the role

CarePoint Medical is looking for a mid Graphic Designer based in London, United Kingdom. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Create user flows, wireframes, prototypes, and polished interface designs."", ""Conduct usability reviews and turn feedback into design improvements."", ""Maintain consistent design patterns across product experiences."", ""Collaborate with cross-functional teams to deliver high-quality work."", ""Document progress, decisions, and important updates clearly.""]","[""Strong portfolio showing product thinking and visual design quality."", ""Experience using Figma or similar design tools."", ""Strong communication, ownership, and problem-solving skills."", ""Ability to work independently and collaborate with a team.""]","[""Flexible PTO"", ""Transportation allowance"", ""Health insurance"", ""Retirement plan"", ""Meal allowance""]","[""PART-TIME"", ""MID"", ""DESIGN"", ""RESEARCH"", ""FIGMA"", ""PROTOTYPING""]",https://dummyimage.com/256x256/7c3aed/ffffff.png&text=CM,#7c3aed,https://jobs.example.com/apply/graphic-designer-carepoint-medical-040,False,Mid,2026-07-17T10:00:00Z,51.516099,-0.095374,2026-05-17T20:00:00Z,seed-admin@example.com
computer-science-instructor-blueorbit-systems-041,Computer Science Instructor,BlueOrbit Systems,Bacolod,Negros Occidental,Philippines,False,Part-time,₱750 - ₱975 / hr,750,975,PHP,/ hr,BlueOrbit Systems is hiring a Computer Science Instructor to support its growing education team.,"## About the role

BlueOrbit Systems is looking for a lead Computer Science Instructor based in Bacolod, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Design or deliver learning experiences that support student outcomes."", ""Assess learner progress and provide actionable feedback."", ""Improve learning materials based on learner needs."", ""Identify process improvements and help implement practical solutions."", ""Collaborate with cross-functional teams to deliver high-quality work.""]","[""Experience teaching, training, tutoring, or building learning materials."", ""Ability to simplify complex topics for learners."", ""7+ years of relevant experience or equivalent project background."", ""Ability to work independently and collaborate with a team.""]","[""Remote work allowance"", ""Retirement plan"", ""HMO coverage"", ""Transportation allowance""]","[""PART-TIME"", ""LEAD"", ""EDUCATION"", ""TEACHING"", ""LMS"", ""E-LEARNING""]",https://dummyimage.com/256x256/0891b2/ffffff.png&text=BS,#0891b2,https://jobs.example.com/apply/computer-science-instructor-blueorbit-systems-041,False,Lead,2026-07-18T10:00:00Z,10.655261,122.938708,2026-05-08T22:00:00Z,seed-admin@example.com
project-coordinator-primeledger-042,Project Coordinator,PrimeLedger,Quezon City,Metro Manila,Philippines,False,Full-time,"₱30,000 - ₱37,500 / month",30000,37500,PHP,/ month,PrimeLedger is hiring a Project Coordinator to support its growing business team.,"## About the role

PrimeLedger is looking for a junior Project Coordinator based in Quezon City, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Gather requirements and coordinate timelines with stakeholders."", ""Track operational metrics and prepare reports for leadership."", ""Support planning, execution, and follow-through of business initiatives."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience coordinating projects, stakeholders, or operational workflows."", ""Comfortable preparing reports and presenting recommendations."", ""Strong communication, ownership, and problem-solving skills."", ""1+ years of relevant experience or equivalent project background.""]","[""Flexible PTO"", ""Health insurance"", ""Career development budget"", ""Retirement plan"", ""Paid training"", ""Transportation allowance"", ""Flexible schedule""]","[""FULL-TIME"", ""JUNIOR"", ""BUSINESS"", ""OPERATIONS"", ""SALES"", ""CRM""]",https://dummyimage.com/256x256/7c3aed/ffffff.png&text=P,#7c3aed,https://jobs.example.com/apply/project-coordinator-primeledger-042,False,Junior,2026-07-02T10:00:00Z,14.664816,121.073789,2026-04-26T12:00:00Z,seed-admin@example.com
seo-specialist-eduspark-learning-043,SEO Specialist,EduSpark Learning,Tokyo,Tokyo,Japan,False,Internship,$85 - $114 / hr,85,114,USD,/ hr,EduSpark Learning is hiring a SEO Specialist to support its growing marketing team.,"## About the role

EduSpark Learning is looking for a lead SEO Specialist based in Tokyo, Japan. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Plan and execute campaigns across relevant digital channels."", ""Analyze campaign performance and recommend improvements."", ""Create content that supports brand awareness and conversion goals."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Experience with campaign planning, analytics, and content execution."", ""Comfortable interpreting performance metrics and testing improvements."", ""Strong communication, ownership, and problem-solving skills."", ""7+ years of relevant experience or equivalent project background.""]","[""Career development budget"", ""Transportation allowance"", ""Health insurance"", ""Wellness stipend"", ""13th month pay"", ""Performance bonuses"", ""Remote work allowance""]","[""INTERNSHIP"", ""LEAD"", ""MARKETING"", ""COPYWRITING"", ""ADS"", ""ANALYTICS""]",https://dummyimage.com/256x256/059669/ffffff.png&text=EL,#059669,https://jobs.example.com/apply/seo-specialist-eduspark-learning-043,False,Lead,2026-07-05T10:00:00Z,35.700116,139.680979,2026-05-06T22:00:00Z,seed-admin@example.com
content-marketing-writer-novahire-group-044,Content Marketing Writer,NovaHire Group,Cebu City,Cebu,Philippines,False,Part-time,₱137 - ₱178 / hr,137,178,PHP,/ hr,NovaHire Group is hiring a Content Marketing Writer to support its growing marketing team.,"## About the role

NovaHire Group is looking for a entry Content Marketing Writer based in Cebu City, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Plan and execute campaigns across relevant digital channels."", ""Analyze campaign performance and recommend improvements."", ""Create content that supports brand awareness and conversion goals."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Experience with campaign planning, analytics, and content execution."", ""Comfortable interpreting performance metrics and testing improvements."", ""0-1 years of relevant experience or equivalent project background."", ""Strong communication, ownership, and problem-solving skills.""]","[""Paid training"", ""Flexible PTO"", ""Performance bonuses"", ""Retirement plan"", ""Health insurance"", ""Remote work allowance""]","[""PART-TIME"", ""ENTRY"", ""MARKETING"", ""SOCIAL-MEDIA"", ""GROWTH"", ""COPYWRITING""]",https://dummyimage.com/256x256/0891b2/ffffff.png&text=NG,#0891b2,https://jobs.example.com/apply/content-marketing-writer-novahire-group-044,False,Entry,2026-06-12T10:00:00Z,10.295294,123.891839,2026-05-13T17:00:00Z,seed-admin@example.com
brand-designer-visionary-design-co-045,Brand Designer,Visionary Design Co.,Kuala Lumpur,Federal Territory,Malaysia,True,Remote,"$65,000 - $76,700 / year",65000,76700,USD,/ year,Visionary Design Co. is hiring a Brand Designer to support its growing design team.,"## About the role

Visionary Design Co. is looking for a junior Brand Designer based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Create user flows, wireframes, prototypes, and polished interface designs."", ""Conduct usability reviews and turn feedback into design improvements."", ""Maintain consistent design patterns across product experiences."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Strong portfolio showing product thinking and visual design quality."", ""Experience using Figma or similar design tools."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""13th month pay"", ""Health insurance"", ""Transportation allowance"", ""Career development budget"", ""Meal allowance"", ""Flexible schedule"", ""Paid training""]","[""REMOTE"", ""JUNIOR"", ""DESIGN"", ""RESEARCH"", ""PROTOTYPING"", ""FIGMA""]",https://dummyimage.com/256x256/4f46e5/ffffff.png&text=VD,#4f46e5,https://jobs.example.com/apply/brand-designer-visionary-design-co-045,True,Junior,2026-07-15T10:00:00Z,3.139,101.6869,2026-04-30T15:00:00Z,seed-admin@example.com
clinic-coordinator-heliosoft-046,Clinic Coordinator,HelioSoft,Iloilo City,Iloilo,Philippines,True,Remote,"₱85,000 - ₱106,250 / month",85000,106250,PHP,/ month,HelioSoft is hiring a Clinic Coordinator to support its growing healthcare team.,"## About the role

HelioSoft is looking for a senior Clinic Coordinator based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Provide safe, organized, and patient-centered support."", ""Maintain accurate records and follow clinical documentation standards."", ""Coordinate with medical staff to ensure smooth daily operations."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Relevant healthcare training, certification, or clinical experience."", ""Knowledge of patient safety, confidentiality, and documentation standards."", ""Strong communication, ownership, and problem-solving skills."", ""5+ years of relevant experience or equivalent project background.""]","[""Flexible PTO"", ""Meal allowance"", ""Remote work allowance"", ""Performance bonuses"", ""Wellness stipend""]","[""REMOTE"", ""SENIOR"", ""HEALTHCARE"", ""HOSPITAL"", ""DOCUMENTATION"", ""PATIENT-CARE""]",https://dummyimage.com/256x256/dc2626/ffffff.png&text=H,#dc2626,https://jobs.example.com/apply/clinic-coordinator-heliosoft-046,False,Senior,2026-07-01T10:00:00Z,10.7202,122.5621,2026-04-13T20:00:00Z,seed-admin@example.com
it-helpdesk-associate-atlas-digital-047,IT Helpdesk Associate,Atlas Digital,San Francisco,CA,USA,False,Full-time,"$95,000 - $112,100 / year",95000,112100,USD,/ year,Atlas Digital is hiring a IT Helpdesk Associate to support its growing support team.,"## About the role

Atlas Digital is looking for a mid IT Helpdesk Associate based in San Francisco, USA. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Respond to customer or internal requests through approved channels."", ""Resolve issues accurately while maintaining a helpful tone."", ""Escalate complex concerns with clear context and documentation."", ""Collaborate with cross-functional teams to deliver high-quality work."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with customer service, ticketing tools, or administrative support."", ""Patient, organized, and able to handle repetitive tasks accurately."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""Retirement plan"", ""Wellness stipend"", ""Paid training"", ""13th month pay"", ""Remote work allowance"", ""Equipment provided"", ""Flexible PTO""]","[""FULL-TIME"", ""MID"", ""SUPPORT"", ""ADMIN"", ""CUSTOMER-SUPPORT"", ""HELPDESK""]",https://dummyimage.com/256x256/be123c/ffffff.png&text=AD,#be123c,https://jobs.example.com/apply/it-helpdesk-associate-atlas-digital-047,False,Mid,2026-08-02T10:00:00Z,37.768752,-122.397916,2026-05-11T20:00:00Z,seed-admin@example.com
community-manager-northstar-labs-048,Community Manager,Northstar Labs,London,England,United Kingdom,False,Hybrid,"$95,000 - $112,100 / year",95000,112100,USD,/ year,Northstar Labs is hiring a Community Manager to support its growing marketing team.,"## About the role

Northstar Labs is looking for a mid Community Manager based in London, United Kingdom. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Plan and execute campaigns across relevant digital channels."", ""Analyze campaign performance and recommend improvements."", ""Create content that supports brand awareness and conversion goals."", ""Collaborate with cross-functional teams to deliver high-quality work."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with campaign planning, analytics, and content execution."", ""Comfortable interpreting performance metrics and testing improvements."", ""3+ years of relevant experience or equivalent project background."", ""Ability to work independently and collaborate with a team.""]","[""Career development budget"", ""Paid training"", ""Health insurance"", ""Retirement plan"", ""Stock options"", ""Flexible schedule""]","[""HYBRID"", ""MID"", ""MARKETING"", ""GROWTH"", ""ANALYTICS"", ""ADS""]",https://dummyimage.com/256x256/4f46e5/ffffff.png&text=NL,#4f46e5,https://jobs.example.com/apply/community-manager-northstar-labs-048,False,Mid,2026-07-21T10:00:00Z,51.482656,-0.124944,2026-05-22T06:00:00Z,seed-admin@example.com
customer-support-representative-aster-cloud-049,Customer Support Representative,Aster Cloud,Remote,NSW,Australia,True,Hybrid,"$170,000 - $200,600 / year",170000,200600,USD,/ year,Aster Cloud is hiring a Customer Support Representative to support its growing support team.,"## About the role

Aster Cloud is looking for a lead Customer Support Representative based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Respond to customer or internal requests through approved channels."", ""Resolve issues accurately while maintaining a helpful tone."", ""Escalate complex concerns with clear context and documentation."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with customer service, ticketing tools, or administrative support."", ""Patient, organized, and able to handle repetitive tasks accurately."", ""Ability to work independently and collaborate with a team."", ""7+ years of relevant experience or equivalent project background.""]","[""Paid training"", ""Equipment provided"", ""Health insurance"", ""Flexible schedule"", ""Wellness stipend"", ""Stock options"", ""Performance bonuses""]","[""HYBRID"", ""LEAD"", ""SUPPORT"", ""CUSTOMER-SUPPORT"", ""TICKETING"", ""DATA-ENTRY""]",https://dummyimage.com/256x256/4f46e5/ffffff.png&text=AC,#4f46e5,https://jobs.example.com/apply/customer-support-representative-aster-cloud-049,False,Lead,2026-07-23T10:00:00Z,-33.8688,151.2093,2026-05-11T10:00:00Z,seed-admin@example.com
computer-science-instructor-summitworks-050,Computer Science Instructor,SummitWorks,Bacolod,Negros Occidental,Philippines,True,Remote,"₱50,000 - ₱62,500 / month",50000,62500,PHP,/ month,SummitWorks is hiring a Computer Science Instructor to support its growing education team.,"## About the role

SummitWorks is looking for a mid Computer Science Instructor based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Design or deliver learning experiences that support student outcomes."", ""Assess learner progress and provide actionable feedback."", ""Improve learning materials based on learner needs."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Experience teaching, training, tutoring, or building learning materials."", ""Ability to simplify complex topics for learners."", ""3+ years of relevant experience or equivalent project background."", ""Strong communication, ownership, and problem-solving skills.""]","[""Meal allowance"", ""Transportation allowance"", ""Remote work allowance"", ""Paid training"", ""Equipment provided""]","[""REMOTE"", ""MID"", ""EDUCATION"", ""E-LEARNING"", ""CURRICULUM"", ""TRAINING""]",https://dummyimage.com/256x256/dc2626/ffffff.png&text=S,#dc2626,https://jobs.example.com/apply/computer-science-instructor-summitworks-050,False,Mid,2026-07-05T10:00:00Z,10.6765,122.9509,2026-05-24T04:00:00Z,seed-admin@example.com
clinic-coordinator-pixelforge-studio-051,Clinic Coordinator,PixelForge Studio,Taguig,Metro Manila,Philippines,False,Internship,₱531 - ₱690 / hr,531,690,PHP,/ hr,PixelForge Studio is hiring a Clinic Coordinator to support its growing healthcare team.,"## About the role

PixelForge Studio is looking for a senior Clinic Coordinator based in Taguig, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Provide safe, organized, and patient-centered support."", ""Maintain accurate records and follow clinical documentation standards."", ""Coordinate with medical staff to ensure smooth daily operations."", ""Identify process improvements and help implement practical solutions."", ""Collaborate with cross-functional teams to deliver high-quality work.""]","[""Relevant healthcare training, certification, or clinical experience."", ""Knowledge of patient safety, confidentiality, and documentation standards."", ""5+ years of relevant experience or equivalent project background."", ""Strong communication, ownership, and problem-solving skills.""]","[""HMO coverage"", ""Performance bonuses"", ""Stock options"", ""Health insurance""]","[""INTERNSHIP"", ""SENIOR"", ""HEALTHCARE"", ""PATIENT-CARE"", ""HOSPITAL""]",https://dummyimage.com/256x256/4f46e5/ffffff.png&text=PS,#4f46e5,https://jobs.example.com/apply/clinic-coordinator-pixelforge-studio-051,False,Senior,2026-08-23T10:00:00Z,14.524544,121.08659,2026-04-19T20:00:00Z,seed-admin@example.com
email-marketing-specialist-northstar-labs-052,Email Marketing Specialist,Northstar Labs,London,England,United Kingdom,False,Hybrid,"$170,000 - $200,600 / year",170000,200600,USD,/ year,Northstar Labs is hiring a Email Marketing Specialist to support its growing marketing team.,"## About the role

Northstar Labs is looking for a lead Email Marketing Specialist based in London, United Kingdom. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Plan and execute campaigns across relevant digital channels."", ""Analyze campaign performance and recommend improvements."", ""Create content that supports brand awareness and conversion goals."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with campaign planning, analytics, and content execution."", ""Comfortable interpreting performance metrics and testing improvements."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""13th month pay"", ""Flexible PTO"", ""Paid training"", ""Career development budget"", ""Meal allowance""]","[""HYBRID"", ""LEAD"", ""MARKETING"", ""SEO"", ""ADS"", ""ANALYTICS""]",https://dummyimage.com/256x256/7c3aed/ffffff.png&text=NL,#7c3aed,https://jobs.example.com/apply/email-marketing-specialist-northstar-labs-052,False,Lead,2026-08-08T10:00:00Z,51.519966,-0.113937,2026-04-25T02:00:00Z,seed-admin@example.com
email-marketing-specialist-mangobyte-apps-053,Email Marketing Specialist,MangoByte Apps,Quezon City,Metro Manila,Philippines,False,Contract,₱137 - ₱178 / hr,137,178,PHP,/ hr,MangoByte Apps is hiring a Email Marketing Specialist to support its growing marketing team.,"## About the role

MangoByte Apps is looking for a entry Email Marketing Specialist based in Quezon City, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Plan and execute campaigns across relevant digital channels."", ""Analyze campaign performance and recommend improvements."", ""Create content that supports brand awareness and conversion goals."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with campaign planning, analytics, and content execution."", ""Comfortable interpreting performance metrics and testing improvements."", ""Strong communication, ownership, and problem-solving skills."", ""0-1 years of relevant experience or equivalent project background.""]","[""Meal allowance"", ""Stock options"", ""13th month pay"", ""Health insurance""]","[""CONTRACT"", ""ENTRY"", ""MARKETING"", ""SOCIAL-MEDIA"", ""ADS"", ""GROWTH""]",https://dummyimage.com/256x256/0891b2/ffffff.png&text=MA,#0891b2,https://jobs.example.com/apply/email-marketing-specialist-mangobyte-apps-053,True,Entry,2026-08-07T10:00:00Z,14.687382,121.079178,2026-04-30T20:00:00Z,seed-admin@example.com
site-reliability-engineer-cleardesk-operations-054,Site Reliability Engineer,ClearDesk Operations,Remote,Tokyo,Japan,True,Hybrid,"$170,000 - $200,600 / year",170000,200600,USD,/ year,ClearDesk Operations is hiring a Site Reliability Engineer to support its growing engineering team.,"## About the role

ClearDesk Operations is looking for a lead Site Reliability Engineer based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Build, test, and maintain scalable application features."", ""Review code and contribute to technical planning."", ""Troubleshoot bugs and improve application performance."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with modern development workflows, Git, and debugging."", ""Understanding of APIs, databases, and application architecture."", ""7+ years of relevant experience or equivalent project background."", ""Strong communication, ownership, and problem-solving skills.""]","[""Equipment provided"", ""Stock options"", ""Health insurance"", ""13th month pay"", ""Paid training"", ""Career development budget""]","[""HYBRID"", ""LEAD"", ""ENGINEERING"", ""SUPABASE"", ""API"", ""MOBILE""]",https://dummyimage.com/256x256/dc2626/ffffff.png&text=CO,#dc2626,https://jobs.example.com/apply/site-reliability-engineer-cleardesk-operations-054,False,Lead,2026-07-19T10:00:00Z,35.6762,139.6503,2026-05-13T05:00:00Z,seed-admin@example.com
learning-experience-designer-finaxis-partners-055,Learning Experience Designer,FinAxis Partners,London,England,United Kingdom,True,Remote,"$170,000 - $200,600 / year",170000,200600,USD,/ year,FinAxis Partners is hiring a Learning Experience Designer to support its growing education team.,"## About the role

FinAxis Partners is looking for a lead Learning Experience Designer based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Design or deliver learning experiences that support student outcomes."", ""Assess learner progress and provide actionable feedback."", ""Improve learning materials based on learner needs."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Experience teaching, training, tutoring, or building learning materials."", ""Ability to simplify complex topics for learners."", ""Strong communication, ownership, and problem-solving skills."", ""7+ years of relevant experience or equivalent project background.""]","[""Flexible PTO"", ""Remote work allowance"", ""Stock options"", ""Performance bonuses""]","[""REMOTE"", ""LEAD"", ""EDUCATION"", ""LMS"", ""TEACHING"", ""TRAINING""]",https://dummyimage.com/256x256/ea580c/ffffff.png&text=FP,#ea580c,https://jobs.example.com/apply/learning-experience-designer-finaxis-partners-055,False,Lead,2026-06-18T10:00:00Z,51.5072,-0.1276,2026-05-14T17:00:00Z,seed-admin@example.com
product-designer-heliosoft-056,Product Designer,HelioSoft,Remote,Cebu,Philippines,True,Remote,"₱85,000 - ₱106,250 / month",85000,106250,PHP,/ month,HelioSoft is hiring a Product Designer to support its growing design team.,"## About the role

HelioSoft is looking for a senior Product Designer based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Create user flows, wireframes, prototypes, and polished interface designs."", ""Conduct usability reviews and turn feedback into design improvements."", ""Maintain consistent design patterns across product experiences."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Strong portfolio showing product thinking and visual design quality."", ""Experience using Figma or similar design tools."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""Equipment provided"", ""Paid training"", ""HMO coverage"", ""Transportation allowance"", ""Flexible PTO"", ""Remote work allowance""]","[""REMOTE"", ""SENIOR"", ""DESIGN"", ""DESIGN-SYSTEMS"", ""PROTOTYPING"", ""RESEARCH""]",https://dummyimage.com/256x256/0f766e/ffffff.png&text=H,#0f766e,https://jobs.example.com/apply/product-designer-heliosoft-056,False,Senior,2026-06-20T10:00:00Z,10.3157,123.8854,2026-05-09T11:00:00Z,seed-admin@example.com
cloud-engineer-skillbridge-academy-057,Cloud Engineer,SkillBridge Academy,Iloilo City,Iloilo,Philippines,True,Remote,"₱50,000 - ₱62,500 / month",50000,62500,PHP,/ month,SkillBridge Academy is hiring a Cloud Engineer to support its growing engineering team.,"## About the role

SkillBridge Academy is looking for a mid Cloud Engineer based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Build, test, and maintain scalable application features."", ""Review code and contribute to technical planning."", ""Troubleshoot bugs and improve application performance."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with modern development workflows, Git, and debugging."", ""Understanding of APIs, databases, and application architecture."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""Health insurance"", ""Meal allowance"", ""Remote work allowance"", ""Career development budget""]","[""REMOTE"", ""MID"", ""ENGINEERING"", ""PYTHON"", ""REACT"", ""SUPABASE""]",https://dummyimage.com/256x256/be123c/ffffff.png&text=SA,#be123c,https://jobs.example.com/apply/cloud-engineer-skillbridge-academy-057,False,Mid,2026-07-11T10:00:00Z,10.7202,122.5621,2026-05-26T20:00:00Z,seed-admin@example.com
